round, cid, loss, accuracy, decyfer_time
1, 7, 0.807317852973938, 0.6620000004768372, 0.0029480457305908203
1, 2, 0.82441246509552, 0.6600000262260437, 0.0029516220092773438
1, 3, 0.8325591087341309, 0.6570000052452087, 0.009516000747680664
1, 8, 0.8190672397613525, 0.6610000133514404, 0.007895946502685547
1, 4, 0.7425104975700378, 0.6970000267028809, 0.006810426712036133
1, 5, 0.7705217003822327, 0.6880000233650208, 0.00752711296081543
1, 6, 0.7927744388580322, 0.6809999942779541, 0.009592771530151367
1, 9, 0.7907053232192993, 0.6880000233650208, 0.00948476791381836
1, 0, 0.7643123269081116, 0.6880000233650208, 0.009775638580322266
1, 1, 0.7956045866012573, 0.6660000085830688, 0.008113384246826172
2, 8, 0.6083612442016602, 0.7680000066757202, 0.0028781890869140625
2, 2, 0.6277949810028076, 0.7730000019073486, 0.0029366016387939453
2, 4, 0.5572617053985596, 0.7979999780654907, 0.004876136779785156
2, 6, 0.5977486371994019, 0.7789999842643738, 0.0029506683349609375
2, 5, 0.6120031476020813, 0.7559999823570251, 0.00323486328125
2, 9, 0.6031511425971985, 0.7680000066757202, 0.003081798553466797
2, 0, 0.5775917172431946, 0.7860000133514404, 0.0031585693359375
2, 1, 0.6229216456413269, 0.7559999823570251, 0.0030698776245117188
2, 3, 0.6318156719207764, 0.7649999856948853, 0.0029304027557373047
2, 7, 0.5846266150474548, 0.781000018119812, 0.002980947494506836
3, 3, 0.58994060754776, 0.765999972820282, 0.0035681724548339844
3, 4, 0.503976583480835, 0.7940000295639038, 0.0022614002227783203
3, 8, 0.5594416260719299, 0.7850000262260437, 0.002892017364501953
3, 0, 0.5504875779151917, 0.7860000133514404, 0.0027837753295898438
3, 5, 0.5781224370002747, 0.7720000147819519, 0.0027942657470703125
3, 1, 0.5980664491653442, 0.7549999952316284, 0.0028569698333740234
3, 2, 0.5876476764678955, 0.777999997138977, 0.0029184818267822266
3, 9, 0.5404508113861084, 0.777999997138977, 0.0033986568450927734
3, 6, 0.5537001490592957, 0.7879999876022339, 0.002911806106567383
3, 7, 0.531216561794281, 0.7929999828338623, 0.002830982208251953
4, 3, 0.5342888832092285, 0.8009999990463257, 0.002345561981201172
4, 1, 0.5548029541969299, 0.7829999923706055, 0.002810955047607422
4, 7, 0.4846288561820984, 0.8190000057220459, 0.0032868385314941406
4, 8, 0.5115925073623657, 0.8029999732971191, 0.002865314483642578
4, 2, 0.534683108329773, 0.7940000295639038, 0.0039823055267333984
4, 9, 0.49399086833000183, 0.8109999895095825, 0.0038077831268310547
4, 0, 0.5069608092308044, 0.8040000200271606, 0.0029654502868652344
4, 5, 0.5259444117546082, 0.796999990940094, 0.003244161605834961
4, 4, 0.4634954035282135, 0.8220000267028809, 0.0028989315032958984
4, 6, 0.5031682252883911, 0.8130000233650208, 0.0032029151916503906
5, 9, 0.4512420892715454, 0.8339999914169312, 0.0030150413513183594
5, 7, 0.4498039186000824, 0.8389999866485596, 0.0026900768280029297
5, 0, 0.46350520849227905, 0.828000009059906, 0.002749919891357422
5, 3, 0.5011407136917114, 0.8180000185966492, 0.0029277801513671875
5, 6, 0.46872687339782715, 0.8349999785423279, 0.0030214786529541016
5, 5, 0.4786253571510315, 0.8270000219345093, 0.0032851696014404297
5, 1, 0.5126244425773621, 0.8100000023841858, 0.0029060840606689453
5, 2, 0.498921275138855, 0.8220000267028809, 0.0032291412353515625
5, 8, 0.46358969807624817, 0.8270000219345093, 0.0024831295013427734
5, 4, 0.42617371678352356, 0.8619999885559082, 0.003496408462524414
6, 3, 0.5098453164100647, 0.8040000200271606, 0.0025665760040283203
6, 1, 0.5121963024139404, 0.8069999814033508, 0.0028743743896484375
6, 4, 0.42016008496284485, 0.8600000143051147, 0.0024385452270507812
6, 5, 0.4650883376598358, 0.824999988079071, 0.0025861263275146484
6, 0, 0.4470426142215729, 0.8389999866485596, 0.003643035888671875
6, 6, 0.4677901566028595, 0.8320000171661377, 0.004017353057861328
6, 8, 0.46427109837532043, 0.8270000219345093, 0.0032472610473632812
6, 7, 0.4452471435070038, 0.828000009059906, 0.004129886627197266
6, 2, 0.48801541328430176, 0.8330000042915344, 0.002812623977661133
6, 9, 0.4472621977329254, 0.8360000252723694, 0.003020048141479492
7, 3, 0.4942750036716461, 0.8050000071525574, 0.0024225711822509766
7, 8, 0.45649492740631104, 0.8320000171661377, 0.0028831958770751953
7, 2, 0.4672887325286865, 0.8370000123977661, 0.0029108524322509766
7, 0, 0.4307554066181183, 0.843999981880188, 0.00316619873046875
7, 1, 0.4839424788951874, 0.8270000219345093, 0.002464771270751953
7, 7, 0.42477262020111084, 0.8489999771118164, 0.003095388412475586
7, 9, 0.43437519669532776, 0.8460000157356262, 0.0030646324157714844
7, 4, 0.4161269962787628, 0.8519999980926514, 0.0023496150970458984
7, 5, 0.4562221169471741, 0.8299999833106995, 0.0029566287994384766
7, 6, 0.45064112544059753, 0.8500000238418579, 0.002930879592895508
8, 7, 0.4114322364330292, 0.8320000171661377, 0.002648591995239258
8, 1, 0.46970370411872864, 0.8379999995231628, 0.0029680728912353516
8, 0, 0.4146156311035156, 0.8479999899864197, 0.002771615982055664
8, 3, 0.4733855724334717, 0.8100000023841858, 0.0028982162475585938
8, 9, 0.40769070386886597, 0.8489999771118164, 0.0033559799194335938
8, 8, 0.42689794301986694, 0.8309999704360962, 0.0037992000579833984
8, 4, 0.39487019181251526, 0.8529999852180481, 0.003845691680908203
8, 2, 0.45043158531188965, 0.8529999852180481, 0.0029845237731933594
8, 6, 0.4375748336315155, 0.8420000076293945, 0.0029096603393554688
8, 5, 0.43950673937797546, 0.8420000076293945, 0.0020759105682373047
9, 1, 0.4605922996997833, 0.8320000171661377, 0.003232240676879883
9, 6, 0.42393144965171814, 0.8379999995231628, 0.0037992000579833984
9, 8, 0.4170416593551636, 0.8370000123977661, 0.002686738967895508
9, 3, 0.46564075350761414, 0.8199999928474426, 0.0029745101928710938
9, 0, 0.3982541263103485, 0.8550000190734863, 0.0029435157775878906
9, 9, 0.3905182182788849, 0.8550000190734863, 0.003414630889892578
9, 5, 0.41786569356918335, 0.8479999899864197, 0.003553628921508789
9, 7, 0.40690234303474426, 0.8489999771118164, 0.003633737564086914
9, 2, 0.4316592812538147, 0.8489999771118164, 0.0035543441772460938
9, 4, 0.394584596157074, 0.8560000061988831, 0.0035898685455322266
10, 2, 0.4466017186641693, 0.847000002861023, 0.003100872039794922
10, 0, 0.40554308891296387, 0.8569999933242798, 0.0033178329467773438
