round, cid, loss, accuracy, model_size, train_time, cyfer_time, decyfer_time
1, 5, 0.5647823214530945, 0.8684405088424683, 1150398, 0.8404364585876465, 17.282374382019043, 7.152557373046875e-07
1, 6, 0.2526656985282898, 0.9628835320472717, 1150444, 1.283752679824829, 17.199684858322144, 4.76837158203125e-07
2, 5, 0.3306136727333069, 0.9238728880882263, 1150451, 0.17319869995117188, 20.41561794281006, 11.731813192367554
2, 4, 0.23603029549121857, 0.9404144883155823, 1150478, 1.217536211013794, 19.792490005493164, 11.345858097076416
2, 9, 0.4234345555305481, 0.8702836632728577, 1150415, 1.4938325881958008, 19.66498303413391, 11.481497287750244
2, 7, 1.1480417251586914, 0.7532467246055603, 1150470, 0.9397954940795898, 20.3054678440094, 11.538769721984863
2, 1, 0.2550036907196045, 0.9245161414146423, 1150447, 1.9210515022277832, 19.291797399520874, 11.673797845840454
3, 4, 0.04627940431237221, 0.9905008673667908, 1150456, 0.3482940196990967, 19.948784589767456, 11.58550763130188
3, 5, 0.12746383249759674, 0.9770879745483398, 1150440, 0.1830735206604004, 19.963624954223633, 12.046173095703125
3, 9, 0.2549085319042206, 0.9220600128173828, 1150465, 0.5569233894348145, 20.20155668258667, 11.77012300491333
3, 6, 0.0832032561302185, 0.9796328544616699, 1150432, 0.5162527561187744, 19.793127059936523, 12.504914283752441
3, 3, 0.4220425486564636, 0.8648164868354797, 1150500, 1.2827534675598145, 20.063502073287964, 11.55312204360962
4, 5, 0.16789644956588745, 0.9578713774681091, 1150454, 0.20582938194274902, 20.018739461898804, 11.7535719871521
4, 9, 0.1918874830007553, 0.9434040188789368, 1150431, 0.5783226490020752, 19.752577781677246, 11.821002006530762
4, 3, 0.2894784212112427, 0.9080125093460083, 1150451, 0.35945653915405273, 20.74210214614868, 11.692279815673828
4, 0, 0.35623621940612793, 0.9000309705734253, 1150440, 1.4428627490997314, 20.044523239135742, 11.660250663757324
4, 1, 0.17247653007507324, 0.9493071436882019, 1150443, 1.1219964027404785, 20.07501721382141, 11.999248504638672
5, 3, 0.2049165666103363, 0.9393464922904968, 1150440, 0.4029829502105713, 19.704437255859375, 12.061820030212402
5, 9, 0.14552660286426544, 0.9575874209403992, 1150457, 0.588446855545044, 19.974753856658936, 12.01616644859314
5, 4, 0.05076700821518898, 0.9846718311309814, 1150440, 0.414731502532959, 20.126009225845337, 12.183515071868896
5, 2, 0.18552350997924805, 0.9474641680717468, 1150433, 1.1696534156799316, 19.724782466888428, 12.091372966766357
5, 6, 0.05427611246705055, 0.9845906496047974, 1150461, 0.47164201736450195, 21.140087842941284, 11.606564283370972
6, 4, 0.02318655140697956, 0.9937391877174377, 1150471, 0.3320958614349365, 19.70720386505127, 11.537171602249146
6, 5, 0.16584274172782898, 0.9445676207542419, 1150441, 0.1842808723449707, 19.87598443031311, 11.855318307876587
6, 0, 0.19639572501182556, 0.9435833692550659, 1150424, 0.5210373401641846, 19.69114851951599, 11.882897138595581
6, 3, 0.18009647727012634, 0.9456132650375366, 1150458, 0.3956263065338135, 20.010506629943848, 11.842629671096802
6, 1, 0.13599056005477905, 0.9587206840515137, 1150436, 1.1525382995605469, 19.831104516983032, 11.829883337020874
7, 3, 0.15225566923618317, 0.9494180679321289, 1150416, 0.3735694885253906, 19.88562297821045, 11.899875164031982
7, 6, 0.044890012592077255, 0.9890124797821045, 1150407, 0.691185474395752, 20.14829730987549, 11.562439918518066
7, 0, 0.14403410255908966, 0.9600123763084412, 1150489, 0.6669483184814453, 19.701037168502808, 12.181517839431763
7, 1, 0.10808416455984116, 0.9679003953933716, 1150433, 1.09450101852417, 19.757137537002563, 11.896054983139038
7, 7, 0.30194762349128723, 0.9107142686843872, 1150453, 0.1272726058959961, 22.474743843078613, 11.783403635025024
8, 2, 0.10449890047311783, 0.9731635451316833, 1150434, 0.4391622543334961, 19.499004125595093, 12.02268099784851
8, 0, 0.11901769042015076, 0.9668319821357727, 1150450, 0.6821105480194092, 19.45656681060791, 11.899986743927002
8, 7, 0.13225361704826355, 0.975649356842041, 1150437, 0.15752458572387695, 19.841805934906006, 12.085425615310669
8, 6, 0.029087400063872337, 0.9911563992500305, 1150434, 0.59499192237854, 19.613500118255615, 12.160050630569458
8, 9, 0.12923412024974823, 0.9621316194534302, 1150421, 0.7127571105957031, 19.739805459976196, 12.03553819656372
9, 7, 0.09636373072862625, 0.9805194735527039, 1150452, 0.1089315414428711, 19.907052755355835, 11.455421686172485
9, 5, 0.06816921383142471, 0.9793052673339844, 1150482, 0.1837902069091797, 19.68740200996399, 11.758409261703491
9, 3, 0.13533736765384674, 0.958818256855011, 1150457, 0.373553991317749, 19.742136001586914, 11.71023178100586
9, 1, 0.09726128727197647, 0.9706484079360962, 1150438, 1.0830824375152588, 19.55981993675232, 11.551764011383057
9, 8, 0.0983261987566948, 0.9686600565910339, 1150433, 1.264716625213623, 19.765258312225342, 11.89124059677124
10, 3, 0.11262839287519455, 0.9641897678375244, 1150426, 0.39963412284851074, 19.728010177612305, 11.638659238815308
10, 6, 0.02565952204167843, 0.9935682415962219, 1150454, 0.626070499420166, 19.565330505371094, 11.789897680282593
10, 0, 0.10173849016427994, 0.9705517888069153, 1150436, 0.7113609313964844, 19.586883068084717, 11.72058916091919
10, 9, 0.10099311918020248, 0.9687414169311523, 1150461, 0.6435399055480957, 19.757826805114746, 11.692352771759033
10, 8, 0.09539812803268433, 0.9685001373291016, 1150481, 0.556511640548706, 19.736716747283936, 11.929191827774048
11, 5, 0.07834726572036743, 0.9756097793579102, 1150446, 0.15878796577453613, 19.359859943389893, 12.16132664680481
11, 3, 0.10151592642068863, 0.9677708148956299, 1150430, 0.3747885227203369, 19.783799171447754, 11.849181175231934
11, 7, 0.14255820214748383, 0.9577922224998474, 1150425, 0.1298995018005371, 19.749911308288574, 12.342049837112427
11, 4, 0.05518459156155586, 0.9831606149673462, 1150434, 0.6876616477966309, 19.84775471687317, 11.78956151008606
11, 1, 0.08758795261383057, 0.9715839624404907, 1150440, 1.385793924331665, 19.658278942108154, 11.82887864112854
12, 5, 0.04110977053642273, 0.990391731262207, 1150413, 0.20610308647155762, 19.80968475341797, 11.7294340133667
12, 2, 0.10182375460863113, 0.9736183881759644, 1150435, 0.37767767906188965, 19.690207958221436, 11.753711223602295
12, 6, 0.03262142464518547, 0.9926303029060364, 1150438, 0.5761568546295166, 19.545039653778076, 11.748888731002808
12, 0, 0.13077916204929352, 0.9659020304679871, 1150491, 0.48134374618530273, 19.621408700942993, 12.135507345199585
12, 1, 0.07727952301502228, 0.9766122698783875, 1150465, 1.1458230018615723, 19.543551445007324, 11.71454930305481
13, 8, 0.08663615584373474, 0.9729772806167603, 1150419, 0.540093183517456, 19.70360279083252, 11.618337631225586
13, 2, 0.06474287062883377, 0.9824880361557007, 1150412, 0.4287071228027344, 19.83440065383911, 11.710197925567627
13, 9, 0.09950734674930573, 0.9714954495429993, 1150433, 0.6716914176940918, 19.638226985931396, 11.773579597473145
13, 6, 0.020646514371037483, 0.994104266166687, 1150440, 0.7202961444854736, 19.562448740005493, 11.990351438522339
13, 1, 0.06908570975065231, 0.9786587357521057, 1150470, 1.1963746547698975, 19.423022747039795, 11.79088830947876
14, 4, 0.03745396062731743, 0.9879102110862732, 1150426, 0.36380910873413086, 19.64950180053711, 11.466447353363037
14, 5, 0.027390578761696815, 0.990391731262207, 1150438, 0.1782078742980957, 20.189619064331055, 11.55596923828125
14, 2, 0.059802502393722534, 0.9831703305244446, 1150445, 0.34496545791625977, 20.143179416656494, 11.470487356185913
14, 6, 0.017117815092206, 0.995846152305603, 1150487, 0.4573171138763428, 19.822436809539795, 12.22402286529541
