1, 1, 1.5527876615524292, 0.4098360538482666, 0.0015709400177001953
1, 0, 1.6535052061080933, 0.22857142984867096, 0.0017719268798828125
2, 1, 1.2617682218551636, 0.44262295961380005, 0.0012843608856201172
2, 0, 1.3870669603347778, 0.3285714387893677, 0.0011904239654541016
3, 1, 1.0646363496780396, 0.6557376980781555, 0.0012094974517822266
3, 0, 1.1808040142059326, 0.6142857074737549, 0.001209259033203125
4, 1, 0.8906008005142212, 0.7540983557701111, 0.0012362003326416016
4, 0, 0.9929928183555603, 0.6571428775787354, 0.0012407302856445312
5, 1, 0.757095456123352, 0.8360655903816223, 0.0011799335479736328
5, 0, 0.8267087936401367, 0.800000011920929, 0.0012645721435546875
6, 1, 0.5925679206848145, 0.9344262480735779, 0.001287221908569336
6, 0, 0.6702074408531189, 0.9142857193946838, 0.0011715888977050781
7, 1, 0.4870496988296509, 0.9016393423080444, 0.0016558170318603516
7, 0, 0.538828432559967, 0.8999999761581421, 0.001168966293334961
8, 1, 0.396341472864151, 0.9180327653884888, 0.0012025833129882812
8, 0, 0.47013145685195923, 0.9285714030265808, 0.0012063980102539062
9, 1, 0.33793243765830994, 0.9180327653884888, 0.001657724380493164
9, 0, 0.3897755742073059, 0.9428571462631226, 0.0018134117126464844
10, 1, 0.29712051153182983, 0.9672130942344666, 0.001980304718017578
10, 0, 0.3386595547199249, 0.9714285731315613, 0.0018939971923828125
11, 1, 0.26280173659324646, 0.9672130942344666, 0.001672983169555664
11, 0, 0.3122245967388153, 0.9571428298950195, 0.0016994476318359375
12, 1, 0.23789815604686737, 0.9836065769195557, 0.00141143798828125
12, 0, 0.2703397870063782, 0.9714285731315613, 0.0012798309326171875
13, 1, 0.2199486643075943, 0.9180327653884888, 0.0014240741729736328
13, 0, 0.2571675181388855, 0.9571428298950195, 0.0013155937194824219
14, 1, 0.20633651316165924, 0.9672130942344666, 0.0014352798461914062
14, 0, 0.2259823977947235, 0.9857142567634583, 0.0014946460723876953
15, 1, 0.18647871911525726, 0.9836065769195557, 0.002009868621826172
15, 0, 0.21583864092826843, 0.9857142567634583, 0.0019512176513671875
16, 1, 0.17851869761943817, 0.9672130942344666, 0.0013720989227294922
16, 0, 0.19111870229244232, 0.9857142567634583, 0.0012087821960449219
17, 1, 0.16867737472057343, 0.9344262480735779, 0.0012080669403076172
17, 0, 0.19210776686668396, 0.9857142567634583, 0.001180887222290039
18, 1, 0.1569705456495285, 0.9672130942344666, 0.0011970996856689453
18, 0, 0.16617146134376526, 0.9857142567634583, 0.001230001449584961
19, 1, 0.14962421357631683, 0.9672130942344666, 0.0012056827545166016
19, 0, 0.16165541112422943, 1.0, 0.0012285709381103516
20, 0, 0.14743328094482422, 1.0, 0.001264333724975586
20, 1, 0.13833896815776825, 0.9836065769195557, 0.0012433528900146484
21, 1, 0.13495558500289917, 0.9672130942344666, 0.001216888427734375
21, 0, 0.13933472335338593, 0.9857142567634583, 0.0013327598571777344
22, 1, 0.1254757195711136, 0.9836065769195557, 0.0012340545654296875
22, 0, 0.131654292345047, 1.0, 0.0012292861938476562
23, 1, 0.11782582104206085, 0.9836065769195557, 0.0011661052703857422
23, 0, 0.12112688273191452, 1.0, 0.0011572837829589844
24, 1, 0.11273987591266632, 0.9672130942344666, 0.0012264251708984375
24, 0, 0.11414321511983871, 0.9857142567634583, 0.0012767314910888672
25, 1, 0.11586818099021912, 0.9672130942344666, 0.0012514591217041016
25, 0, 0.11258168518543243, 1.0, 0.0012693405151367188
26, 0, 0.10136128962039948, 0.9857142567634583, 0.0012509822845458984
26, 1, 0.1036694347858429, 0.9836065769195557, 0.0012788772583007812
27, 1, 0.09828407317399979, 1.0, 0.0012319087982177734
27, 0, 0.09761981666088104, 0.9857142567634583, 0.0012149810791015625
28, 1, 0.09328291565179825, 1.0, 0.0011827945709228516
28, 0, 0.0914594754576683, 0.9857142567634583, 0.0012085437774658203
29, 1, 0.09088120609521866, 1.0, 0.0017809867858886719
29, 0, 0.0889100730419159, 0.9857142567634583, 0.001965045928955078
