round, client_id, loss, acc, t_train, tx_bytes, t_delay 
1,1,0.7812167406082153,0.7800108790397644,1.9861316680908203,387499,0.0900278091430664
1,2,0.67458575963974,0.8090858459472656,2.5604822635650635,387499,0.0969529151916503
2,1,0.3316228091716766,0.910995602607727,0.8066275119781494,387499,0.15953755378723145
2,2,0.2993442416191101,0.914515256881714,1.086644172668457,387499,0.16408658027648926
2,3,0.2785253226757049,0.9210678935050964,2.407331705093384,387499,0.1623549461364746
2,0,0.2997705042362213,0.9114513993263244,1.9563462734222408,387499,0.1570518016815181
3,1,0.2471896409988403,0.9310933351516724,0.807441234588623,387499,0.10820960998535156
3,3,0.2079695761203766,0.9400450587272644,0.9589242935180664,387499,0.10374069213867182
3,2,0.2419837266206741,0.9304709434509276,1.0980675220489502,387499,0.1046581268310546
3,0,0.2359713464975357,0.93061101436615,0.8429489135742188,387499,0.10082554817199707
4,2,0.2091738879680633,0.9371744990348816,1.129605054855347,387499,0.0548727512359619
4,1,0.2160737216472625,0.9385427236557008,0.8238205909729004,387499,0.07231926918029757
4,3,0.1808437705039978,0.9483435153961182,0.971477746963501,387499,0.07563996315002416
4,0,0.2046651244163513,0.9407456517219543,0.8529176712036133,387499,0.07596993446350075
5,1,0.1941230297088623,0.9440521597862244,0.8074767589569092,387499,0.00044465065002441406
5,3,0.1625517606735229,0.9525249004364014,0.9873716831207277,387499,0.0016076564788818914
7,1,0.1658746749162674,0.9526654481887816,0.8370158672332764,387499,5.173683166476151e-05
7,3,0.1376432627439499,0.9598584771156312,1.0243959426879885,387499,0.004231214523315402
10,2,0.1317865252494812,0.961052656173706,1.113086462020874,387499,0.0612242221832275
10,3,0.1119539439678192,0.967320680618286,0.9739902019500732,387499,0.06485724449157712
10,0,0.1331398785114288,0.9607930183410645,0.848198652267456,387499,0.056066274642944336
10,1,0.1392167508602142,0.9605028033256532,0.8144497871398926,387499,0.06291604042053217
11,0,0.124449148774147,0.9634561538696288,0.8603377342224121,387499,0.005357742309570285
11,1,0.1341267079114914,0.9604252576828004,0.8042423725128174,387499,0.00866627693176264
15,0,0.1038999408483505,0.9685604572296144,0.8464245796203613,387499,0.0004374980926513672
18,1,0.1032929569482803,0.9691937565803528,0.8170566558837891,387499,0.00274586677551264
18,3,0.0789368972182273,0.9758121371269226,0.9864263534545898,387499,0.0012493133544921042
20,1,0.0994792878627777,0.968029797077179,0.8041324615478516,387499,0.00031065940856933594
20,3,0.0740696117281913,0.978063702583313,0.9640712738037108,387499,0.004959344863891477
20,0,0.0881443917751312,0.9730729460716248,0.8626611232757568,387499,0.0013751983642577847
22,2,0.0799474939703941,0.976509690284729,1.121408224105835,387499,0.0741848945617675
22,3,0.0692228376865387,0.9790286421775818,0.9695985317230223,387499,0.07521414756774888
22,1,0.0908077582716941,0.9734616279602052,0.8087120056152344,387499,0.07451820373535151
22,0,0.084070399403572,0.9729250073432922,0.8479430675506592,387499,0.06994795799255371
23,2,0.0755930691957473,0.9780609607696532,1.079282283782959,387499,0.0046348571777343
