round, cid, loss, accuracy, decyfer_time
1, 4, 2.1762535572052, 0.3240000009536743, 0.07239055633544922
1, 9, 1.9885450601577759, 0.4099999964237213, 0.048250436782836914
1, 8, 2.152614116668701, 0.39500001072883606, 0.054688215255737305
1, 5, 2.1539156436920166, 0.3919999897480011, 0.06426787376403809
1, 2, 2.148986339569092, 0.39100000262260437, 0.0670623779296875
1, 1, 2.153632402420044, 0.3790000081062317, 0.0675497055053711
1, 3, 2.1324026584625244, 0.3100000023841858, 0.058072805404663086
1, 0, 2.149243116378784, 0.39100000262260437, 0.06896424293518066
1, 7, 2.1442604064941406, 0.3709999918937683, 0.07839751243591309
1, 6, 2.1406137943267822, 0.4230000078678131, 0.061524152755737305
2, 6, 2.1772122383117676, 0.4490000009536743, 0.05475950241088867
2, 4, 2.1668789386749268, 0.47200000286102295, 0.06374120712280273
2, 7, 2.1781322956085205, 0.42800000309944153, 0.06420278549194336
2, 2, 2.1708977222442627, 0.460999995470047, 0.0695490837097168
2, 3, 2.1777617931365967, 0.4350000023841858, 0.055379629135131836
2, 9, 2.170524835586548, 0.4699999988079071, 0.05582094192504883
2, 0, 2.172666549682617, 0.4690000116825104, 0.06454992294311523
2, 5, 2.1646244525909424, 0.4729999899864197, 0.0659949779510498
2, 1, 2.1745264530181885, 0.4569999873638153, 0.05963921546936035
2, 8, 2.1767616271972656, 0.4440000057220459, 0.05443763732910156
3, 0, 2.2315621376037598, 0.20600000023841858, 0.06003975868225098
3, 9, 2.2275309562683105, 0.20399999618530273, 0.07358479499816895
3, 1, 2.2306742668151855, 0.21299999952316284, 0.06168508529663086
3, 8, 2.2300219535827637, 0.1979999989271164, 0.05406475067138672
3, 3, 2.238511800765991, 0.1850000023841858, 0.06541299819946289
3, 4, 2.234909772872925, 0.19099999964237213, 0.06940269470214844
3, 6, 2.2221808433532715, 0.2199999988079071, 0.07272887229919434
3, 2, 2.2305171489715576, 0.20600000023841858, 0.07040286064147949
3, 7, 2.2303733825683594, 0.20000000298023224, 0.05842876434326172
3, 5, 2.23406982421875, 0.20800000429153442, 0.06897830963134766
4, 2, 2.301711082458496, 0.11500000208616257, 0.06049466133117676
4, 4, 2.3025667667388916, 0.08699999749660492, 0.06129860877990723
4, 1, 2.302339792251587, 0.10000000149011612, 0.0700993537902832
4, 5, 2.302443504333496, 0.10400000214576721, 0.06824588775634766
4, 3, 2.302527666091919, 0.1080000028014183, 0.07079029083251953
4, 0, 2.302089214324951, 0.10100000351667404, 0.07057785987854004
4, 9, 2.3027069568634033, 0.09399999678134918, 0.06631922721862793
4, 7, 2.3025646209716797, 0.09300000220537186, 0.06106090545654297
4, 8, 2.302764654159546, 0.10000000149011612, 0.06519460678100586
4, 6, 2.3024682998657227, 0.09799999743700027, 0.07044386863708496
5, 1, 2.3064775466918945, 0.11299999803304672, 0.057288169860839844
5, 6, 2.3037121295928955, 0.11299999803304672, 0.06661748886108398
5, 8, 2.3171160221099854, 0.10400000214576721, 0.07494497299194336
5, 7, 2.3056459426879883, 0.10100000351667404, 0.06429648399353027
5, 9, 2.3042197227478027, 0.10100000351667404, 0.07748103141784668
5, 5, 2.31489896774292, 0.09099999815225601, 0.053395986557006836
5, 4, 2.3113417625427246, 0.08299999684095383, 0.07390022277832031
5, 2, 2.3043711185455322, 0.10300000011920929, 0.06206822395324707
5, 3, 2.3070597648620605, 0.09300000220537186, 0.06233072280883789
5, 0, 2.304813861846924, 0.09600000083446503, 0.06956267356872559
6, 4, 2.1396427154541016, 0.36000001430511475, 0.060289859771728516
6, 7, 2.2069573402404785, 0.33899998664855957, 0.06424474716186523
6, 6, 2.183267116546631, 0.3580000102519989, 0.0790247917175293
6, 3, 2.2010247707366943, 0.32899999618530273, 0.06551313400268555
6, 5, 2.1486294269561768, 0.35600000619888306, 0.06218433380126953
6, 1, 2.172032356262207, 0.3440000116825104, 0.06163215637207031
6, 8, 2.222367763519287, 0.3050000071525574, 0.06982827186584473
6, 9, 2.168544054031372, 0.34700000286102295, 0.07717442512512207
6, 2, 2.1686313152313232, 0.3479999899864197, 0.057517290115356445
6, 0, 2.177741050720215, 0.3490000069141388, 0.06366324424743652
7, 5, 1.8474904298782349, 0.29499998688697815, 0.05731940269470215
7, 2, 1.8267956972122192, 0.30300000309944153, 0.05816078186035156
7, 3, 1.8525491952896118, 0.3140000104904175, 0.06797122955322266
7, 9, 1.8319796323776245, 0.3160000145435333, 0.06831693649291992
7, 4, 1.859391450881958, 0.2879999876022339, 0.06766128540039062
7, 6, 1.8338264226913452, 0.3050000071525574, 0.07478976249694824
7, 7, 1.8629902601242065, 0.2939999997615814, 0.05858111381530762
7, 0, 1.7985961437225342, 0.3319999873638153, 0.0657494068145752
7, 1, 1.8401715755462646, 0.30799999833106995, 0.062146902084350586
7, 8, 1.947723388671875, 0.26600000262260437, 0.06323742866516113
8, 0, 2.0213611125946045, 0.32899999618530273, 0.06691503524780273
8, 4, 2.0252387523651123, 0.3190000057220459, 0.07310819625854492
8, 7, 2.030167818069458, 0.3240000009536743, 0.049841880798339844
8, 2, 2.0101301670074463, 0.34200000762939453, 0.08158612251281738
8, 3, 2.029329776763916, 0.32499998807907104, 0.07263565063476562
8, 6, 2.023268938064575, 0.33000001311302185, 0.07307553291320801
8, 5, 2.0196735858917236, 0.33399999141693115, 0.06581664085388184
8, 1, 2.0179548263549805, 0.3319999873638153, 0.07409167289733887
8, 9, 2.0300798416137695, 0.33000001311302185, 0.0746307373046875
8, 8, 2.029221534729004, 0.3269999921321869, 0.0654606819152832
9, 6, 1.7208802700042725, 0.4259999990463257, 0.06544947624206543
9, 3, 1.7388994693756104, 0.35100001096725464, 0.047287702560424805
9, 5, 1.6975387334823608, 0.4560000002384186, 0.06033205986022949
9, 7, 1.7311222553253174, 0.421999990940094, 0.06261563301086426
9, 1, 1.7395318746566772, 0.40299999713897705, 0.06700778007507324
9, 2, 1.8416521549224854, 0.3109999895095825, 0.061464786529541016
9, 8, 1.7391235828399658, 0.41200000047683716, 0.0746469497680664
9, 0, 1.7433254718780518, 0.3529999852180481, 0.06108832359313965
9, 4, 1.6795654296875, 0.45399999618530273, 0.06959652900695801
9, 9, 1.7002339363098145, 0.31700000166893005, 0.0711514949798584
