round, cid, loss, accuracy, model_size, train_time, cyfer_time, decyfer_time
1, 1, 1.718385100364685, 0.393559068441391, 1002019, 8.002495288848877, 0.023006200790405273, 0.007290363311767578
2, 1, 1.5264606475830078, 0.46239277720451355, 1002214, 7.976387023925781, 0.025289297103881836, 0.02275848388671875
1, 1, 1.72734534740448, 0.39271631836891174, 7020528, 9.485073328018188, 0.15605807304382324, 0.007170200347900391
1, 1, 1.740910530090332, 0.38696765899658203, 7019664, 7.982323884963989, 0.1268930435180664, 0.008467674255371094
1, 1, 1.7349129915237427, 0.3890444040298462, 7021289, 7.933881759643555, 0.13227462768554688, 0.007828712463378906
1, 1, 1.7509381771087646, 0.3810082674026489, 7020544, 7.807248592376709, 0.12511181831359863, 0.007463216781616211
1, 1, 1.723799467086792, 0.3930774927139282, 7018828, 7.674764633178711, 0.12302637100219727, 0.008154153823852539
2, 1, 1.6492732763290405, 0.4195635914802551, 7020468, 6.762274265289307, 0.12731313705444336, 0.028838396072387695
3, 1, 1.586111068725586, 0.43780285120010376, 7019798, 7.350958347320557, 0.12872314453125, 0.03065776824951172
1, 1, 1.730082631111145, 0.3918735980987549, 1002630, 7.668954610824585, 0.02542591094970703, 0.006679058074951172
2, 1, 1.5136338472366333, 0.4681715667247772, 1003216, 6.934685945510864, 0.02518010139465332, 0.023535728454589844
3, 1, 1.3921087980270386, 0.5091648101806641, 1002889, 7.908365488052368, 0.023749589920043945, 0.03153204917907715
4, 1, 1.3092249631881714, 0.5356207489967346, 1003448, 6.780166864395142, 0.02408885955810547, 0.02584052085876465
1, 1, 1.7299357652664185, 0.39235514402389526, 1002772, 7.951536655426025, 0.023003816604614258, 0.009070873260498047
2, 1, 1.5213477611541748, 0.46398794651031494, 1003114, 6.989090919494629, 0.023472309112548828, 0.024873733520507812
3, 1, 1.3935335874557495, 0.5062754154205322, 1003118, 6.8445024490356445, 0.023525238037109375, 0.028669357299804688
4, 1, 1.3146342039108276, 0.5323702096939087, 1002876, 6.767691135406494, 0.027700424194335938, 0.02351832389831543
1, 1, 1.7400174140930176, 0.3866967558860779, 43012907, 33.221131324768066, 187.83280396461487, 0.009474992752075195
1, 1, 1.7227144241333008, 0.39370957016944885, 43012884, 24.73209023475647, 190.1117045879364, 0.006834506988525391
