round, cid, loss, accuracy, model_size, train_time, cyfer_time, decyfer_time
1, 3, 0.5371787548065186, 0.827439546585083, 904408, 0.9246551990509033, 0, 0
1, 0, 0.3551923930644989, 0.8986361026763916, 904408, 1.051271915435791, 0, 0
2, 0, 0.13799896836280823, 0.9645071029663086, 904408, 0.40511608123779297, 0, 0
2, 5, 0.6420807242393494, 0.8270509839057922, 904408, 1.039677619934082, 0, 0
2, 2, 0.3466804623603821, 0.9072094559669495, 904408, 1.064399242401123, 0, 0
2, 8, 0.1712215095758438, 0.9521905779838562, 904408, 1.295062780380249, 0, 0
2, 9, 0.2375153750181198, 0.9293583035469055, 904408, 1.3175263404846191, 0, 0
3, 0, 0.10010804980993271, 0.9731866121292114, 904408, 0.48948192596435547, 0, 0
3, 9, 0.17922808229923248, 0.9442302584648132, 904408, 0.5111281871795654, 0, 0
3, 7, 0.7805002927780151, 0.7727272510528564, 904408, 0.8188331127166748, 0, 0
3, 6, 0.0691208615899086, 0.9841886758804321, 904408, 1.1764256954193115, 0, 0
3, 1, 0.17518584430217743, 0.9484301209449768, 904408, 1.7189600467681885, 0, 0
4, 7, 0.21689294278621674, 0.9383116960525513, 904408, 0.09464907646179199, 0, 0
4, 3, 0.1839449256658554, 0.9442703723907471, 904408, 0.42885637283325195, 0, 0
4, 0, 0.08798938244581223, 0.9747365117073059, 904408, 0.5517492294311523, 0, 0
4, 8, 0.10541760921478271, 0.970099151134491, 904408, 0.5586256980895996, 0, 0
4, 1, 0.10547147691249847, 0.9691282510757446, 904408, 1.036022663116455, 0, 0
5, 7, 0.21804621815681458, 0.9366883039474487, 904408, 0.1086270809173584, 0, 0
5, 5, 0.06747894734144211, 0.9822616577148438, 904408, 0.1906425952911377, 0, 0
5, 0, 0.06176214665174484, 0.9829510450363159, 904408, 0.45421266555786133, 0, 0
5, 6, 0.03690844401717186, 0.9910223484039307, 904408, 0.4961709976196289, 0, 0
5, 4, 0.031170032918453217, 0.9917961955070496, 904408, 1.0150742530822754, 0, 0
6, 7, 0.07377956807613373, 0.9837662577629089, 904408, 0.1361546516418457, 0, 0
6, 2, 0.0783543735742569, 0.9802137613296509, 904408, 0.44416308403015137, 0, 0
6, 0, 0.06138762831687927, 0.9810911417007446, 904408, 0.5474278926849365, 0, 0
6, 9, 0.1482386738061905, 0.9564858078956604, 904408, 0.600501298904419, 0, 0
6, 1, 0.08892819285392761, 0.9730456471443176, 904408, 1.0334248542785645, 0, 0
7, 3, 0.16240625083446503, 0.9442703723907471, 904408, 0.5129337310791016, 0, 0
7, 4, 0.023196309804916382, 0.9928756356239319, 904408, 0.5283501148223877, 0, 0
7, 6, 0.029648683965206146, 0.9915583729743958, 904408, 0.6825103759765625, 0, 0
7, 9, 0.11085695028305054, 0.9652988314628601, 904408, 0.6977741718292236, 0, 0
7, 1, 0.060478392988443375, 0.9815236926078796, 904408, 1.110694169998169, 0, 0
8, 7, 0.09043188393115997, 0.9659090638160706, 904408, 0.1357564926147461, 0, 0
8, 5, 0.04272299259901047, 0.9881744384765625, 904408, 0.1965503692626953, 0, 0
8, 3, 0.13590094447135925, 0.9552372694015503, 904408, 0.3735530376434326, 0, 0
8, 4, 0.016039883717894554, 0.9954662919044495, 904408, 0.39563989639282227, 0, 0
8, 9, 0.09491526335477829, 0.9691544771194458, 904408, 0.5101604461669922, 0, 0
9, 7, 0.0932827889919281, 0.9821428656578064, 904408, 0.17312908172607422, 0, 0
9, 5, 0.03464259207248688, 0.9889135360717773, 904408, 0.23334383964538574, 0, 0
9, 4, 0.010874632745981216, 0.9965457916259766, 904408, 0.4329056739807129, 0, 0
9, 3, 0.10311431437730789, 0.9682184457778931, 904408, 0.4303092956542969, 0, 0
9, 1, 0.054142214357852936, 0.9829269647598267, 904408, 0.9625816345214844, 0, 0
10, 7, 0.11734333634376526, 0.9610389471054077, 904408, 0.13580083847045898, 0, 0
10, 2, 0.0914238914847374, 0.977712094783783, 904408, 0.42331504821777344, 0, 0
10, 3, 0.13728366792201996, 0.957699179649353, 904408, 0.42310094833374023, 0, 0
10, 8, 0.1109505370259285, 0.9680204391479492, 904408, 0.5361289978027344, 0, 0
10, 6, 0.02549557201564312, 0.9916923642158508, 904408, 0.5800888538360596, 0, 0
11, 7, 0.13249263167381287, 0.9545454382896423, 904408, 0.1194312572479248, 0, 0
11, 5, 0.09314831346273422, 0.9711751937866211, 904408, 0.18568754196166992, 0, 0
11, 2, 0.053045108914375305, 0.9847623109817505, 904408, 0.37748074531555176, 0, 0
11, 6, 0.015558820217847824, 0.9966501593589783, 904408, 0.5379765033721924, 0, 0
11, 1, 0.04662330076098442, 0.9847395420074463, 904408, 0.9469218254089355, 0, 0
12, 5, 0.027949975803494453, 0.9933481216430664, 904408, 0.22158312797546387, 0, 0
12, 2, 0.05717696622014046, 0.9829429388046265, 904408, 0.4465157985687256, 0, 0
12, 8, 0.07530052214860916, 0.9739366769790649, 904408, 0.558912992477417, 0, 0
12, 9, 0.09609375894069672, 0.9709446430206299, 904408, 0.630298376083374, 0, 0
12, 1, 0.032213229686021805, 0.9904110431671143, 904408, 1.0498995780944824, 0, 0
13, 5, 0.022547436878085136, 0.9940872192382812, 904408, 0.17496562004089355, 0, 0
13, 3, 0.08648887276649475, 0.974932849407196, 904408, 0.43873167037963867, 0, 0
13, 4, 0.024960488080978394, 0.9930915236473083, 904408, 0.4571986198425293, 0, 0
13, 0, 0.05465333163738251, 0.9826410412788391, 904408, 0.546926736831665, 0, 0
13, 9, 0.0670061931014061, 0.978655993938446, 904408, 0.5837056636810303, 0, 0
14, 4, 0.01044843066483736, 0.9974093437194824, 904408, 0.5072660446166992, 0, 0
14, 8, 0.04528666287660599, 0.9825711250305176, 904408, 0.6344940662384033, 0, 0
14, 9, 0.049401648342609406, 0.9862297177314758, 904408, 0.7336215972900391, 0, 0
14, 6, 0.019155047833919525, 0.9943722486495972, 904408, 0.7354135513305664, 0, 0
14, 1, 0.030129529535770416, 0.9904695153236389, 904408, 1.1468183994293213, 0, 0
15, 3, 0.08838821202516556, 0.9740375876426697, 904408, 0.5059542655944824, 0, 0
15, 8, 0.050959326326847076, 0.9848096966743469, 904408, 0.6155672073364258, 0, 0
15, 0, 0.04959139972925186, 0.9849659204483032, 904408, 0.6508548259735107, 0, 0
