round, cid, loss, accuracy, decyfer_time
1, 1, 1.671707272529602, 0.9318000078201294, 0.039853811264038086
2, 1, 1.5705933570861816, 0.9574000239372253, 0.039244890213012695
3, 1, 1.5221986770629883, 0.9638000130653381, 0.03693103790283203
1, 1, 0.16158020496368408, 0.9502000212669373, 0.024664878845214844
2, 1, 0.11361831426620483, 0.9664000272750854, 0.022364139556884766
3, 1, 0.11306767910718918, 0.9621999859809875, 0.0247952938079834
4, 1, 0.1057370975613594, 0.9660000205039978, 0.02219104766845703
5, 1, 0.11462996900081635, 0.9660000205039978, 0.0266265869140625
6, 1, 0.10685710608959198, 0.9679999947547913, 0.023573637008666992
1, 1, 0.19133904576301575, 0.9408000111579895, 0.025969743728637695
2, 1, 0.1356961578130722, 0.9589999914169312, 0.020975351333618164
3, 1, 0.11088483035564423, 0.9661999940872192, 0.022852182388305664
1, 1, 0.18020208179950714, 0.9472000002861023, 0.023153305053710938
2, 1, 0.13957221806049347, 0.9570000171661377, 0.02206277847290039
3, 1, 0.10473820567131042, 0.9666000008583069, 0.021903514862060547
4, 1, 0.11283750087022781, 0.9660000205039978, 0.023108959197998047
5, 1, 0.13390113413333893, 0.9621999859809875, 0.022275924682617188
1, 1, 0.20963232219219208, 0.9362000226974487, 0.026951313018798828
2, 1, 0.130738765001297, 0.9613999724388123, 0.02641773223876953
3, 1, 0.11546678096055984, 0.9643999934196472, 0.034958839416503906
1, 1, 26533737529344.0, 0.9034000039100647, 0.02674579620361328
2, 1, 8.946417048550678e+26, 0.9103999733924866, 0.024959325790405273
1, 1, 0.2091224193572998, 0.9383999705314636, 0.02874588966369629
2, 1, 0.14109598100185394, 0.9575999975204468, 0.026045799255371094
3, 1, 0.10726795345544815, 0.9666000008583069, 0.02831864356994629
4, 1, 0.11996385455131531, 0.9652000069618225, 0.032808542251586914
5, 1, 0.10307514667510986, 0.9697999954223633, 0.025130510330200195
6, 1, 0.10603692382574081, 0.9696000218391418, 0.027957916259765625
1, 1, 2.3088531494140625, 0.0, 0.4664750099182129
2, 1, 2.309537410736084, 0.00019999999494757503, 0.2684314250946045
3, 1, 2.309462785720825, 0.00019999999494757503, 0.4103116989135742
4, 1, 2.309511423110962, 0.00019999999494757503, 0.4042549133300781
5, 1, 2.309462785720825, 0.00019999999494757503, 0.45626187324523926
6, 1, 2.3094983100891113, 0.0, 0.5498528480529785
7, 1, 2.309495687484741, 0.00019999999494757503, 0.4253501892089844
1, 1, 1.069833755493164, 0.7853999733924866, 0.42302870750427246
2, 1, 8.685912132263184, 0.30720001459121704, 0.4376237392425537
3, 1, 3.1234805583953857, 0.21739999949932098, 0.47243356704711914
1, 1, 84.1038589477539, 0.07400000095367432, 0.48505139350891113
2, 1, 99.29547119140625, 0.13040000200271606, 0.3256821632385254
